Dni_Aseg_Anonymized;Asegurado_Id_Anonymized;Poliza_Certificado_Id_Anonymized;Numero_Poliza_Anonymized;Placa_Vehiculo_Anonymized;Edad_Cliente;segmento_edad;Sexo_Cd;Estado_Civil_Desc;Ciudad_Cliente;Departamento_Cliente;Sector_Economico_Cliente;Rango_Ingresos_Cliente;Antiguedad_Cliente_En_CanalDD_Anios;Num_Total_Polizas_Cliente_CanalDD;Fecha_Inicio_Primera_Vigencia;Fecha_Fin_Efectiva_Poliza;Vigencia_Total_Poliza_Meses;Subproducto_Desc;Forma_Pago_Desc;Valor_Accesorios_Certificado;Ultima_Prima_Anualizada_Cert;Clase_Vehiculo_Tarifa;Marca_Vehiculo_Calculada;Linea_Vehiculo_Calculada;Modelo_Vehiculo;Gama_Alta_Calculada;Valor_Comercial_Vehiculo;Valor_Accesorios_Vehiculo_Sia;Valor_Accesorio_Especial_Veh;Ciudad_Ubicacion_Vehiculo;Departamento_Ubicacion_Vehiculo;Tipo_Servicio_Vehiculo_Desc;Prima_Total_Devengada_Certificado;Siniestros_Total_Incurridos_Certificado;Margen_Tecnico_Total_Certificado;Num_Total_Asistencias_Certificado;Costo_Total_Asistencias_Certificado;Margen_Bruto_Total_Certificado;Cliente_Tiene_Soat_Activo;Cliente_Tiene_Hogar_Activo;Cliente_Tiene_MasVida_Activo;Cliente_Tiene_Salud_Activo;Cliente_Tiene_Vida_Activo;Nombre_Agente_Anonymized
13-4C-0C-3A;F4-DC-34-25;EE-75-6C-3B;77-61-F3-83;9F-77-D2-7B;41;Adulto Joven;F;CASADO(A);IBAGUE;TOLIMA;EDUCACION;3'000.001 - 5'000.000;1,58;1;9/10/2023;9/10/2024;12;PLAN MOTOS;Mensual;0;349.564,00;MOTO 0- 125 CC;HONDA;CB;2.024;NO;6.800.000,00;?;0;IBAGUE;TOLIMA;Particular;482.386,24;0;482.386,24;0;0;482.386,24;0;0;0;0;1;1D-A0-23-D2
5F-16-BE-5D;BA-C8-02-EA;23-33-30-06;5A-8C-C7-5D;A8-8A-96-6E;31;Joven;F;Sin Informacion;MEDELLIN;ANTIOQUIA;INTERMEDIACION FINANCIERA INTERMEDIACION FINANCIERA, EXCEPTO LOS SEGUROS Y LOS FONDOS DE PENSIONES Y CESANTIAS;Sin Informacion;1,38;1;22/12/2023;22/02/2025;14;PLAN AUTO CLASICO;Mensual;0;2.899.227,00;AUTOMOVILES;CHEVROLET;AVEO;2.011;NO;24.500.000,00;0;0;MEDELLIN;ANTIOQUIA;Particular;2.458.019,30;0;2.458.019,30;0;0;2.458.019,30;0;0;0;0;1;1D-A0-23-D2
3A-AE-A6-2A;B6-B9-19-41;CC-9A-56-27;69-42-05-5E;95-12-48-16;40;Adulto Joven;F;UNION LIBRE;BOGOTA D.C.;BOGOTA D.C.;EDUCACION;Sin Informacion;3,08;2;28/09/2023;28/09/2024;12;PLAN AUTO GLOBAL;Mensual;0;5.800.391,00;CAMPEROS Y PICK-UP;RENAULT;DUSTER [2]INTENS MT 1600CC 4X2;2.023;NO;79.800.000,00;?;0;BOGOTA D.C.;BOGOTA D.C.;Particular;3.996.109,45;-2.645.842,00;6.641.951,45;5;386.276,00;6.255.675,45;0;0;0;0;1;1D-A0-23-D2
6F-A0-50-F8;84-67-CD-0D;C0-9A-7D-AC;82-2E-02-77;0D-19-29-D3;55;Adulto;M;CASADO(A);BOGOTA D.C.;BOGOTA D.C.;"FABRICACION DE PRENDAS DE VESTIR; PREPARADO y TE?IDO DE PIELES";Sin Informacion;0,83;1;7/07/2024;7/07/2025;12;PLAN MOTOS;Trimestral;130.000,00;1.121.226,00;MOTO > 250 CC;HONDA;XR;2.016;NO;14.300.000,00;130.000,00;0;BOGOTA D.C.;BOGOTA D.C.;Particular;906.166,05;0;906.166,05;3;644.033,00;262.133,05;0;0;0;0;1;1D-A0-23-D2
EA-4C-3A-45;B4-66-45-A7;7B-71-5D-2D;5F-14-0A-86;3F-FD-C4-EE;23;Joven;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;Sin Información;Sin Informacion;0,77;1;30/07/2024;30/11/2024;4;PLAN MOTOS;Mensual;160.000,00;794.826,00;MOTO 125 - 250 CC ;SUZUKI;OTRAS;2.023;NO;10.200.000,00;160.000,00;0;BOGOTA D.C.;BOGOTA D.C.;Particular;313.173,34;0;313.173,34;0;0;313.173,34;0;0;0;0;0;1D-A0-23-D2
CB-D8-2C-E9;DB-A4-0B-85;4B-9C-AF-79;3D-18-4A-7B;80-86-69-3B;30;Joven;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;"COMERCIO AL POR MENOR, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS; REPARACION DE EFECTOS PERSONALES Y ENSERES DOMESTICOS";Sin Informacion;1,95;1;25/05/2023;24/08/2023;2,97;PLAN MOTOS;Mensual;0;1.328.085,00;MOTO 125 - 250 CC ;SUZUKI;OTRAS;2.024;NO;11.400.000,00;?;0;BOGOTA D.C.;BOGOTA D.C.;Particular;278.763,03;0;278.763,03;0;0;278.763,03;0;0;0;0;0;1D-A0-23-D2
F7-94-9E-19;EE-21-C5-D2;8A-A4-3D-C8;D9-A8-F9-13;15-0C-C1-15;45;Adulto Joven;F;CASADO(A);CHIA;CUNDINAMARCA;Sin Información;1'200.001 - 3'000.000;0,78;1;25/07/2024;25/07/2025;12;Plan Autos Básico Pérdidas Totales;Anual;0;1.902.033,00;AUTOMOVILES;KIA;RIO;2.017;NO;44.100.000,00;230.000,00;0;CAJICA;CUNDINAMARCA;Particular;1.196.719,95;0;1.196.719,95;0;0;1.196.719,95;0;0;0;0;0;1D-A0-23-D2
56-4A-C9-FB;0C-F7-04-98;CB-71-76-A2;E6-A0-6D-AE;4F-F8-05-13;23;Joven;F;SOLTERO(A);BOGOTA D.C.;BOGOTA D.C.;INFORMATICA Y ACTIVIDADES CONEXAS;Sin Informacion;1,02;1;29/04/2024;29/04/2025;12;PLAN MOTOS;Mensual;0;1.014.437,00;MOTO 125 - 250 CC ;SUZUKI;OTRAS;2.025;NO;10.000.000,00;0;0;BOGOTA D.C.;BOGOTA D.C.;Particular;1.107.512,38;0;1.107.512,38;0;0;1.107.512,38;0;0;0;0;0;1D-A0-23-D2
63-AE-78-4D;DF-1D-08-35;96-37-3C-B1;8A-52-46-71;AE-CF-10-59;29;Joven;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACION DE VEHICULOS AUTOMOTORES, MOTOCICLETAS, EFECTOS PERSONALES Y ENSERES DOMESTICOS COMERCIO, MANTENIMIENTO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS, SUS PARTES, PIEZAS Y ACCESORIOS; COMERCIO AL POR MENOR DE COMBUSTIBLES Y LUBRICANTES PARA VEHICULOS AUTOMOTORES";Sin Informacion;1,08;1;8/04/2024;8/04/2024;0;PLAN MOTOS;Mensual;160.000,00;3.574.117,00;MOTO > 250 CC;YAMAHA;MT;2.014;NO;28.300.000,00;160.000,00;0;BOGOTA D.C.;BOGOTA D.C.;Particular;0,02;0;0,02;0;0;0,02;0;0;0;0;1;1D-A0-23-D2
40-0C-8A-91;85-1A-FA-62;0C-C3-04-7C;F8-EF-3C-6F;27-8E-B8-5F;31;Joven;F;Sin Informacion;MEDELLIN;ANTIOQUIA;Sin Información;Sin Informacion;1,17;1;7/03/2024;7/03/2024;0;PLAN MOTOS;Mensual;210.000,00;1.329.813,00;MOTO 0- 125 CC;HONDA;CB;2.024;NO;6.800.000,00;210.000,00;0;MEDELLIN;ANTIOQUIA;Particular;-0,02;0;-0,02;0;0;-0,02;0;0;0;0;1;1D-A0-23-D2
3C-62-ED-5C;AC-5D-E6-A7;74-CD-5D-2B;6E-CE-AE-97;DB-B7-BC-B3;44;Adulto Joven;M;Sin Informacion;VIJES;VALLE DEL CAUCA;Sin Información;1 - 1'200.000;0,16;1;8/03/2025;8/03/2026;12;PLAN MOTOS;Mensual;0;844.417,00;MOTO 125 - 250 CC ;SUZUKI;DR150;2.024;NO;9.800.000,00;0;0;CALI;VALLE DEL CAUCA;Particular;95.058,03;0;95.058,03;0;0;95.058,03;1;0;0;0;0;1D-A0-23-D2
2C-E9-B1-CE;2C-C7-75-4E;E9-4E-CB-5E;57-0A-02-F6;0B-61-CF-36;18;Joven;F;SOLTERO(A);BUCARAMANGA;SANTANDER;Sin Información;Sin Informacion;1,15;2;14/03/2024;14/03/2024;0;PLAN MOTOS;Mensual;0;1.416.437,00;MOTO 125 - 250 CC ;YAMAHA;MTN155A;2.025;NO;15.500.000,00;0;0;BUCARAMANGA;SANTANDER;Particular;0;0;0;0;0;0;0;0;0;0;0;1D-A0-23-D2
48-0B-8C-89;D5-49-35-BD;C7-14-C3-EC;43-09-90-5B;84-C8-BB-A3;27;Joven;M;Sin Informacion;ARMENIA;QUINDIO;Sin Información;Sin Informacion;0,59;1;4/10/2024;4/10/2024;0;PLAN MOTOS;Trimestral;0;824.269,00;MOTO 125 - 250 CC ;AKT;AK200DSEIII;2.025;NO;9.900.000,00;0;0;ARMENIA;QUINDIO;Particular;0,11;0;0,11;0;0;0,11;1;0;0;0;0;1D-A0-23-D2
7F-8F-77-37;92-17-34-C5;13-5E-6F-A0;58-9C-1C-C7;81-FA-EF-87;27;Joven;M;Sin Informacion;MEDELLIN;ANTIOQUIA;OTRAS ACTIVIDADES EMPRESARIALES;Sin Informacion;0,3;1;19/01/2025;19/01/2026;12;PLAN MOTOS;Trimestral;0;1.025.967,00;MOTO 125 - 250 CC ;YAMAHA;SZ15RR;2.022;NO;7.600.000,00;0;0;MEDELLIN;ANTIOQUIA;Particular;395.853,95;0;395.853,95;0;0;395.853,95;1;0;0;0;0;1D-A0-23-D2
E3-77-66-75;B1-28-F4-AE;BC-50-80-5B;F3-9F-80-EC;CD-6E-DF-26;35;Adulto Joven;M;Sin Informacion;SOLEDAD;ATLANTICO;INDUSTRIAS MANUFACTURERAS ELABORACION DE PRODUCTOS ALIMENTICIOS Y DE BEBIDAS;Sin Informacion;1,63;1;19/09/2023;20/06/2024;9,03;PLAN MOTOS;Trimestral;0;720.778,00;MOTO 0- 125 CC;SUZUKI;OTRAS;2.024;NO;5.300.000,00;?;0;BARRANQUILLA;ATLANTICO;Particular;530.667,08;0;530.667,08;0;0;530.667,08;0;0;0;0;1;1D-A0-23-D2
58-C3-7A-FA;CE-4A-25-22;AD-36-E4-D2;B8-11-37-6E;B5-E8-C6-A9;23;Joven;M;Sin Informacion;CALI;VALLE DEL CAUCA;OTRAS ACTIVIDADES EMPRESARIALES;Sin Informacion;1,95;1;27/05/2023;27/05/2024;12;PLAN MOTOS;Mensual;0;608.284,00;MOTO 125 - 250 CC ;AUTECO;OTRAS;2.023;NO;13.200.000,00;0;0;CALI;VALLE DEL CAUCA;Particular;717.684,23;0;717.684,23;0;0;717.684,23;0;0;0;0;0;1D-A0-23-D2
C3-01-5D-5C;0A-80-0B-FC;D9-9E-CD-7D;18-BA-22-32;BB-22-CA-C5;24;Joven;F;Sin Informacion;ENVIGADO;ANTIOQUIA;SERVICIOS SOCIALES Y DE SALUD;Sin Informacion;0,26;2;3/02/2025;3/02/2025;0;PLAN MOTOS;Mensual;0;723.378,00;MOTO 0- 125 CC;SUZUKI;OTRAS;2.025;NO;7.300.000,00;0;0;PALMIRA;VALLE DEL CAUCA;Particular;0,04;0;0,04;0;0;0,04;0;0;0;0;1;1D-A0-23-D2
C4-F3-1A-09;E8-90-37-45;43-69-21-BA;0E-17-90-97;21-A3-5B-F1;53;Adulto;F;CASADO(A);MEDELLIN;ANTIOQUIA;FINANCIACION DE PLANES DE SEGUROS Y PENSIONES, EXCEPTO LA SEGURIDAD SOCIAL DE AFILIACION OBLIGA TORIA;Sin Informacion;1,38;1;21/12/2023;21/12/2025;24;PLAN AUTO BASICO;Mensual;0;1.489.284,00;CAMPEROS Y PICK-UP;CHEVROLET;OTRAS;1.994;NO;25.300.000,00;0;0;MEDELLIN;ANTIOQUIA;Particular;1.505.902,16;0;1.505.902,16;2;152.797,00;1.353.105,16;0;0;0;1;1;1D-A0-23-D2
DA-29-17-03;28-B4-BB-11;3D-56-F4-F2;6C-05-50-0D;29-F7-DA-47;83;Mayor;M;Sin Informacion;SABANETA;ANTIOQUIA;Sin Información;Sin Informacion;1,63;1;20/09/2023;20/09/2024;12;PLAN AUTO GLOBAL;Anual;1.431.150,00;3.819.767,00;CAMPEROS Y PICK-UP;MAZDA;BT50;2.014;NO;72.700.000,00;1.500.000,00;0;SABANETA;ANTIOQUIA;Particular;3.355.977,99;0;3.355.977,99;14;704.395,00;2.651.582,99;0;0;0;0;0;1D-A0-23-D2
CD-2A-F6-4A;B7-28-5C-8B;F8-B5-36-8B;C0-5B-3C-A3;E0-45-7E-C0;34;Adulto Joven;M;CASADO(A);IBAGUE;TOLIMA;EXTRACCION DE MINERALES METALIFEROS;Sin Informacion;0,48;2;16/12/2024;16/12/2025;12;PLAN AUTO GLOBAL;Anual;0;4.240.658,00;CAMPEROS Y PICK-UP;RENAULT;ARKANA TECHNO AT 1300CC T 4X2;2.025;NO;116.200.000,00;?;0;IBAGUE;TOLIMA;Particular;1.598.847,94;-4.612.654,00;6.211.501,94;3;577.953,00;5.633.548,94;0;0;0;0;0;1D-A0-23-D2
19-2C-7F-78;EB-48-5A-BE;62-77-69-93;13-A3-D5-3B;97-E2-FF-50;32;Adulto Joven;F;SOLTERO(A);MEDELLIN;ANTIOQUIA;OTRAS ACTIVIDADES EMPRESARIALES;Sin Informacion;1,19;1;28/02/2024;28/02/2024;0;PLAN AUTO BASICO;Mensual;0;1.510.231,00;AUTOMOVILES;RENAULT;TWINGO;2.004;NO;12.000.000,00;0;0;MEDELLIN;ANTIOQUIA;Particular;0;0;0;0;0;0;0;0;0;0;0;1D-A0-23-D2
5A-BA-0B-39;C8-DF-D9-CD;C8-B4-EF-D2;1A-9A-E6-32;C8-60-7A-93;36;Adulto Joven;F;Sin Informacion;MEDELLIN;ANTIOQUIA;Sin Información;Sin Informacion;0,03;1;25/04/2025;25/04/2026;12;PLAN AUTO GLOBAL;Mensual;0;9.154.662,00;CAMPEROS Y PICK-UP;HYUNDAI;OTRAS;2.023;NO;118.800.000,00;?;0;MEDELLIN;ANTIOQUIA;Particular;641.083,00;0;641.083,00;0;0;641.083,00;0;0;0;0;1;1D-A0-23-D2
68-16-2A-78;65-39-7B-98;D3-23-2E-C7;B2-0B-57-6A;F9-81-6D-15;29;Joven;M;Sin Informacion;CALI;VALLE DEL CAUCA;Sin Información;Sin Informacion;1,81;1;14/07/2023;14/08/2023;1;PLAN MOTOS;Mensual;0;987.464,00;MOTO 125 - 250 CC ;SUZUKI;OTRAS;2.024;NO;11.500.000,00;0;0;CALI;VALLE DEL CAUCA;Particular;70.474,01;0;70.474,01;0;0;70.474,01;0;0;0;0;0;1D-A0-23-D2
BF-54-CA-DB;FA-95-CF-06;31-AB-44-0F;7A-55-8F-BE;D7-8A-3F-EA;40;Adulto Joven;M;Sin Informacion;SINCELEJO;SUCRE;FABRICACION DE OTROS TIPOS DE EQUIPO DE TRANSPORTE;Sin Informacion;0,47;1;18/11/2024;18/11/2024;0;PLAN AUTO BASICO;Anual;0;767.404,00;AUTOMOVILES;RENAULT;LOGAN;2.017;NO;34.600.000,00;0;0;SINCELEJO;SUCRE;Particular;36.882,00;0;36.882,00;0;0;36.882,00;0;0;0;0;0;1D-A0-23-D2
47-AD-07-B1;34-AD-6B-28;9B-A8-E1-CA;99-FE-68-11;39-D0-8E-BD;47;Adulto Joven;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;CORREO Y TELECOMUNICACIONES;Sin Informacion;2,38;2;2/05/2025;2/05/2026;12;PLAN AUTO BASICO;Anual;0;843.955,00;AUTOMOVILES;MAZDA;ALLEGRO;1.995;NO;14.000.000,00;?;0;BOGOTA D.C.;BOGOTA D.C.;Particular;709.206,00;0;709.206,00;0;0;709.206,00;1;0;0;0;0;1D-A0-23-D2
BA-C9-1B-FB;82-81-56-AF;9B-2A-29-07;2E-BC-85-D4;94-AE-3D-06;41;Adulto Joven;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;FABRICACION DE PRODUCTOS DE CAUCHO Y DE PLASTICO;1 - 1'200.000;1,16;2;24/05/2024;23/11/2024;5,97;PLAN AUTO GLOBAL;Trimestral;230.000,00;4.122.747,00;CAMPEROS Y PICK-UP;JEEP;CHEROKEE;2.014;NO;69.000.000,00;230.000,00;0;BOGOTA D.C.;BOGOTA D.C.;Particular;1.848.654,08;0;1.848.654,08;0;0;1.848.654,08;0;0;0;0;1;1D-A0-23-D2
F5-D6-E6-2A;74-07-A1-70;02-A5-1C-C7;69-A7-4E-7B;37-1D-03-35;27;Joven;F;Sin Informacion;SINCELEJO;SUCRE;Sin Información;Sin Informacion;1,45;1;27/11/2023;27/09/2024;10;PLAN MOTOS;Mensual;0;605.896,00;MOTO 0- 125 CC;KYMCO;TWISTEU3;2.022;NO;4.900.000,00;0;0;SINCELEJO;SUCRE;Particular;491.067,38;0;491.067,38;0;0;491.067,38;0;0;0;0;1;1D-A0-23-D2
13-FA-B0-81;34-53-F3-32;A4-CE-36-A2;14-C3-10-A9;BE-12-0B-92;31;Joven;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;"ADMINISTRACION PUBLICA Y DEFENSA; SEGURIDAD SOCIAL DE AFILIACION OBLIGAT ORIA";1 - 1'200.000;1,31;1;16/01/2024;16/01/2026;24;PLAN MOTOS;Semestral;430.000,00;1.116.019,00;MOTO 125 - 250 CC ;SUZUKI;GIXXER250;2.024;NO;14.400.000,00;430.000,00;0;BOGOTA D.C.;BOGOTA D.C.;Particular;1.376.577,99;0;1.376.577,99;0;0;1.376.577,99;1;0;0;0;0;1D-A0-23-D2
2D-BA-9D-DD;BB-C9-18-A2;21-F1-B1-B8;E0-0A-2A-6F;9E-6C-B0-A8;39;Adulto Joven;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;Sin Información;Sin Informacion;3,5;6;19/12/2024;19/12/2025;12;Plan Autos Básico Pérdidas Totales;Mensual;230.000,00;2.336.943,00;AUTOMOVILES;KIA;PICANTO;2.023;NO;51.900.000,00;230.000,00;0;BOGOTA D.C.;BOGOTA D.C.;Particular;752.241,07;0;752.241,07;0;0;752.241,07;0;0;0;0;1;1D-A0-23-D2
F1-E8-B8-A3;A9-E6-49-98;D9-B6-29-BE;F1-8D-CC-A2;CA-99-F1-FC;39;Adulto Joven;F;SOLTERO(A);MEDELLIN;ANTIOQUIA;"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTOTRES Y MOTOCICLETAS; MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO";Sin Informacion;1,94;1;31/05/2023;31/05/2025;24;Plan Autos Básico Pérdidas Totales;Mensual;0;2.995.804,00;AUTOMOVILES;CHEVROLET;AVEO;2.009;NO;21.600.000,00;0;0;MEDELLIN;ANTIOQUIA;Particular;3.869.002,38;0;3.869.002,38;2;156.707,00;3.712.295,38;1;0;0;0;0;1D-A0-23-D2
AF-64-A3-48;94-73-23-94;77-89-2B-CB;C0-29-89-88;ED-16-E5-71;39;Adulto Joven;M;Sin Informacion;MEDELLIN;ANTIOQUIA;FABRICACION DE SUSTANCIAS Y PRODUCTOS QUIMICOS;Sin Informacion;0,6;1;30/09/2024;30/09/2024;0;PLAN MOTOS;Mensual;0;450.990,00;MOTO 0- 125 CC;YAMAHA;YBR125E;2.015;NO;4.900.000,00;0;0;MEDELLIN;ANTIOQUIA;Particular;-0,03;0;-0,03;0;0;-0,03;0;0;0;0;0;1D-A0-23-D2
F8-F4-78-CD;DA-02-BB-4D;DC-94-BB-22;EC-AF-4E-04;43-15-3C-06;21;Joven;F;Sin Informacion;ENVIGADO;ANTIOQUIA;Sin Información;Sin Informacion;0,87;1;24/06/2024;29/07/2024;1,16;PLAN AUTO CLASICO;Mensual;230.000,00;4.628.209,00;AUTOMOVILES;CHEVROLET;SPARK GT;2.015;NO;31.400.000,00;230.000,00;0;ENVIGADO;ANTIOQUIA;Particular;3.889.251,09;-31.477.270,00;35.366.521,09;6;1.107.388,00;34.259.133,09;0;0;0;0;0;1D-A0-23-D2
2A-93-FB-7E;C3-D2-3D-10;49-02-F5-FD;25-CF-6D-98;60-57-44-71;42;Adulto Joven;F;Sin Informacion;SABANETA;ANTIOQUIA;Sin Información;Sin Informacion;0,87;1;24/06/2024;24/06/2025;12;PLAN MOTOS;Anual;0;2.853.352,00;MOTO > 250 CC;YAMAHA;OTRAS;2.023;NO;26.600.000,00;?;0;MEDELLIN;ANTIOQUIA;Particular;1.969.526,98;0;1.969.526,98;0;0;1.969.526,98;0;0;0;0;0;1D-A0-23-D2
D7-00-E9-E3;90-FA-79-D2;C4-83-3B-62;83-50-72-53;9B-5B-D7-B3;40;Adulto Joven;M;Sin Informacion;BELLO;ANTIOQUIA;"TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES TRANSPORTE POR VIA TERRESTRE; TRANSPORTE POR TUBERIAS";Sin Informacion;1,83;1;8/07/2023;8/07/2025;24;PLAN AUTO GLOBAL;Mensual;865.450,00;3.141.048,00;AUTOMOVILES;MAZDA;2;2.009;NO;29.700.000,00;950.000,00;0;PEREIRA;RISARALDA;Particular;4.525.516,64;-2.057.092,00;6.582.608,64;0;0;6.582.608,64;0;0;0;0;0;1D-A0-23-D2
F5-34-54-3A;20-2B-14-05;22-5A-80-96;20-34-4A-3C;14-B6-B1-3E;65;Mayor;F;Sin Informacion;BUCARAMANGA;SANTANDER;OTRAS ACTIVIDADES DE SERVICIOS;Sin Informacion;1,09;1;3/04/2024;2/09/2024;4,97;PLAN MOTOS;Mensual;0;1.085.207,00;MOTO 125 - 250 CC ;AUTECO;BAJAJ;2.025;NO;12.200.000,00;?;0;BUCARAMANGA;SANTANDER;Particular;379.766,04;0;379.766,04;0;0;379.766,04;0;0;0;0;0;1D-A0-23-D2
AF-DF-F7-27;F7-33-AD-0F;0A-9D-65-18;10-03-49-BD;6B-C0-1A-16;68;Mayor;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;OTRAS ACTIVIDADES EMPRESARIALES;Sin Informacion;1;2;1/08/2024;1/08/2025;12;PLAN AUTO GLOBAL;Mensual;0;1.390.483,00;CAMPEROS Y PICK-UP;FORD;ESCAPE;2.006;NO;28.000.000,00;0;0;BOGOTA D.C.;BOGOTA D.C.;Particular;850.555,18;0;850.555,18;0;0;850.555,18;0;0;0;0;1;1D-A0-23-D2
E4-A9-91-2C;3F-2B-AC-AA;63-3C-80-B8;B9-5D-94-E4;86-34-16-1B;46;Adulto Joven;M;SOLTERO(A);CALI;VALLE DEL CAUCA;Sin Información;Sin Informacion;1,3;1;18/01/2024;19/07/2024;6,03;PLAN MOTOS;Semestral;554.200,00;1.311.593,00;MOTO > 250 CC;BMW;OTRAS;2.021;SI;25.900.000,00;554.200,00;0;PEREIRA;RISARALDA;Particular;549.581,00;0;549.581,00;0;0;549.581,00;0;0;0;1;0;1D-A0-23-D2
60-72-FD-82;A8-C8-43-81;EE-AC-DF-AF;BB-94-2C-15;AC-B3-8B-D6;43;Adulto Joven;F;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;"ACTIVIDADES COMPLENTARIAS Y AUXILIARES AL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES";Sin Informacion;1,38;2;22/12/2023;22/12/2023;0;PLAN MOTOS;Trimestral;0;561.849,00;MOTO 0- 125 CC;AKT;AK125SCR;2.020;NO;5.400.000,00;0;0;BOGOTA D.C.;BOGOTA D.C.;Particular;1;0;1;0;0;1;0;0;0;0;1;1D-A0-23-D2
23-16-D4-B1;04-28-32-5C;DD-A4-7E-64;EE-AE-4B-02;D4-A9-88-C2;25;Joven;F;Sin Informacion;MEDELLIN;ANTIOQUIA;OTRAS ACTIVIDADES EMPRESARIALES;Sin Informacion;1,21;1;23/02/2024;24/08/2024;6,03;PLAN MOTOS;Semestral;0;1.655.354,00;MOTO 125 - 250 CC ;HONDA;OTRAS;2.023;NO;14.600.000,00;0;0;MEDELLIN;ANTIOQUIA;Particular;693.620,01;0;693.620,01;0;0;693.620,01;0;0;0;0;1;1D-A0-23-D2
0F-9E-CC-A7;C2-90-67-D0;5A-2A-9F-8F;B1-11-0E-93;4C-9C-A9-BB;65;Mayor;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;"TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES TRANSPORTE POR VIA TERRESTRE; TRANSPORTE POR TUBERIAS";1 - 1'200.000;1,5;1;7/11/2023;8/07/2024;8,03;PLAN MOTOS;Mensual;0;1.159.559,00;MOTO 125 - 250 CC ;OTRAS MARCAS;OTRAS;2.024;NO;9.400.000,00;0;0;BOGOTA D.C.;BOGOTA D.C.;Particular;648.722,20;0;648.722,20;2;155.590,00;493.132,20;0;0;0;0;0;1D-A0-23-D2
58-4F-5D-1C;10-34-99-56;4D-A5-E8-67;BC-C5-F8-5E;8A-8C-B1-14;45;Adulto Joven;F;UNION LIBRE;ITAGUI;ANTIOQUIA;SERVICIOS SOCIALES Y DE SALUD;Sin Informacion;1,44;1;30/11/2023;30/11/2023;0;PLAN UTILITARIOS Y PESADOS CLASICO;Mensual;0;4.434.443,00;CAMION MEDIANO;JAC;OTRAS;2.020;SI;73.900.000,00;0;0;ITAGUI;ANTIOQUIA;Publico especial;-0,01;0;-0,01;2;524.567,00;-524.567,01;1;0;0;0;1;1D-A0-23-D2
F8-AD-6B-6C;0A-0F-81-52;AB-B7-0F-F5;10-A0-AF-3F;24-43-29-CB;45;Adulto Joven;M;CASADO(A);BOGOTA D.C.;BOGOTA D.C.;"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTOTRES Y MOTOCICLETAS; MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO";1'200.001 - 3'000.000;1,68;1;1/09/2023;1/09/2024;12;PLAN AUTO CLASICO;Mensual;0;3.638.847,00;AUTOMOVILES;TOYOTA;COROLLA;2.020;NO;104.500.000,00;?;0;BOGOTA D.C.;BOGOTA D.C.;Particular;3.110.347,33;0;3.110.347,33;0;0;3.110.347,33;1;0;0;0;1;1D-A0-23-D2
EC-94-3D-2B;E7-4A-C1-9D;FC-D9-F2-46;B7-62-DB-E0;DE-F2-F7-7A;45;Adulto Joven;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;Sin Información;Sin Informacion;1,54;2;23/10/2023;23/06/2024;8;PLAN MOTOS;Mensual;310.000,00;683.425,00;MOTO 125 - 250 CC ;HONDA;CB;2.019;NO;7.200.000,00;310.000,00;0;BOGOTA D.C.;BOGOTA D.C.;Particular;382.347,19;0;382.347,19;0;0;382.347,19;0;0;0;0;0;1D-A0-23-D2
1C-CA-C6-C6;F3-EF-89-04;17-68-FF-C3;B0-1D-84-00;5F-08-4C-D6;51;Adulto;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;Sin Información;Sin Informacion;1,61;1;28/09/2023;28/09/2025;24;PLAN AUTO CLASICO;Mensual;0;1.949.978,00;CAMPEROS Y PICK-UP;RENAULT;CAPTURZEN20LMT;2.018;NO;57.000.000,00;0;0;BOGOTA D.C.;BOGOTA D.C.;Particular;2.788.546,37;0;2.788.546,37;0;0;2.788.546,37;1;0;0;0;0;1D-A0-23-D2
